Campaign,Campaign Daily Budget,Campaign Type,Bid Strategy Type,Networks,EU political ads,Desktop Bid adj.,Mobile Bid adj.,Tablet Bid adj.,Start Date,End Date,Ad Group,Max CPC,Keyword,Criterion Type,Ad Type,Final URL,Headline 1,Headline 2,Headline 3,Description 1,Description 2,Path 1,Path 2,PhoneNumber,VerificationURL,Dynamic Search Ad Description 1,Dynamic Search Ad Description 2,Sitelink Text,Sitelink Description 1,Sitelink Description 2,Sitelink Final URL,Callout Text,Structured Snippet Header,Structured Snippet Values,Price Extension Type,Price Extension Price Qualifier,Price Extension Item Header,Price Extension Item Price,Price Extension Item Final URL,Promotion Target,Promotion Discount Modifier,Promotion Percent Off,App ID,App Store,App Link Text,App Final URL,Image Asset Name,Image Asset URL,Location
Search-20251209-1403,100,Search,Maximize Conversions,Google search,No,-100%,0%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 7,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 8,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,top google ads services,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,emergency google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads price near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads expert near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,find google ads services,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads price near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads open today,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads contractor near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads specialist near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,where to get google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads pricing guide,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,professional google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,emergency google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,top google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 1,,24/7 google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,affordable google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads options near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,24/7 google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,find google ads services,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,24/7 google ads services,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,24/7 google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,where to get google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads options near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads companies,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads contractor near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads specialist near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads 24/7,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,24/7 google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,same day google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,find google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,same day google ads near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 2,,google ads options near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,what is google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,where to google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,professional google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,professional google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,24/7 google ads services,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,google ads specialist near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,google ads price,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,licensed google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,top rated google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,top google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,hire google ads near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,google ads estimate,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,certified google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,google ads estimate,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,google ads pricing,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,google ads services,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,compare google ads prices,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,top google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 3,,licensed google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads services,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,book google ads online,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads price,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,certified google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,what is google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads companies,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads pricing,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,top google ads services,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads available now,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads repair,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads pricing guide,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,licensed google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads expert near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads available now,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,find google ads services,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,same day google ads repair,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,same day google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,emergency google ads near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 4,,google ads replacement,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads services,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads 24/7,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,emergency google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,top rated google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads expert near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads replacement,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,certified google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads available now,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,compare google ads prices,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads repair,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,same day google ads near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads repair near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,hire google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,emergency google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,top google ads near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,google ads services near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,find google ads near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,reliable google ads near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 5,,top google ads services,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,same day google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads contractor near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads services near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads repair near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads companies,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads estimate,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads quote,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,same day google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads quote,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,book google ads online,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads replacement,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,top rated google ads,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,trusted google ads near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,google ads repair,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,affordable google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,compare google ads prices,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,where to get google ads,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,top google ads,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 6,,trusted google ads near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 7,,google ads repair near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 7,,top google ads near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 7,,find google ads near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 7,,google ads pricing,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251209-1403,,,,,,,,,,,Ad Group 7,,google ads price near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
